Unnamed: 0,year,log_gdp,social_s,life_ex,life_choices,generosity,corruption,positive_a,negative_a,population,spirit_c,wine_c,beer_c,forest_c,u_pop,age_dr,happiness_s
844,2007,10.136,0.836,63.52,0.7,-0.167,0.924,0.673,0.247,2198089.0,5.90963,1.18432,4.15105,53.65937852197714,67.9,46.5282268241568,4.667
845,2008,10.112,0.855,63.88,0.63,-0.203,0.926,0.639,0.215,2171248.0,5.80099,1.13482,4.119,53.87048784414748,67.834,46.7363241011623,5.145
846,2009,9.975,0.807,64.24,0.437,-0.18,0.942,0.525,0.242,2144784.0,3.93878,1.02838,4.34643,54.08159716631782,67.814,47.0941664920998,4.669
847,2011,10.029,0.836,64.86,0.564,-0.002,0.934,0.563,0.222,2093606.0,3.57,1.13,4.86,54.354918692642094,67.869,48.5255316126455,4.967
848,2012,10.082,0.851,65.12,0.564,-0.038,0.895,0.56,0.232,2069018.0,3.77,1.16,4.67,54.41713089679601,67.897,49.4974176423383,5.125
849,2013,10.116,0.834,65.38,0.631,-0.073,0.837,0.642,0.227,2044950.0,3.99,1.1,4.7,54.479343100949926,67.925,50.5560629828195,5.07
850,2014,10.144,0.881,65.64,0.671,-0.043,0.804,0.652,0.226,2021220.0,4.0,1.2,4.8,54.54155530510384,67.952,51.6987330927495,5.729
851,2015,10.185,0.879,65.9,0.656,-0.077,0.808,0.608,0.228,1997675.0,4.1,1.2,4.8,54.60376750925777,67.98,52.9354308080062,5.881
852,2016,10.211,0.917,66.2,0.685,-0.156,0.868,0.654,0.231,1974265.0,4.5,1.3,4.8,54.66607631621317,68.021,53.6297729583777,5.94
853,2017,10.257,0.895,66.5,0.7,-0.154,0.798,0.623,0.232,1951097.0,5.1,1.4,5.3,54.728385123168565,68.075,54.8217385967066,5.978
854,2018,10.307,0.913,66.8,0.608,-0.212,0.799,0.585,0.192,1928461.0,5.3,1.6,5.3,54.79069393012398,68.142,56.3461763121516,5.901
855,2019,10.336,0.936,67.1,0.698,-0.194,0.789,0.575,0.212,1906740.0,5.3,1.7,4.9,54.85300273707938,68.222,57.8389068680331,5.97
856,2005,9.565,0.796,64.6,0.703,-0.0235,0.945,0.584,0.292,4698761.0,0.74849,0.552,0.41228,13.46676441837732,86.627,56.9566498355863,5.491
857,2006,9.568,0.853,64.72,0.67,0.069,0.902,0.548,0.32,4759760.0,0.75901,0.492,0.38521,13.458651026392964,86.762,55.1545528096451,4.653
858,2008,9.743,0.717,64.96,0.524,0.035,0.927,0.527,0.365,4764745.0,0.8493,0.312,0.39072,13.44242424242424,87.042,50.7090028223471,4.595
859,2009,9.83,0.736,65.08,0.665,0.071,0.937,0.528,0.401,4813026.0,0.88229,0.24,0.39351,13.434310850439882,87.187,48.6906152106619,5.206
860,2010,9.878,0.721,65.2,0.678,0.073,0.949,0.525,0.341,4953064.0,0.77,0.21,0.37,13.42619745845552,87.334,47.4373235753491,5.032
861,2011,9.838,0.733,65.28,0.657,0.006,0.911,0.578,0.32,5202022.0,0.75,0.21,0.31,13.484457478005863,87.484,47.4912836762543,5.188
862,2012,9.8,0.713,65.36,0.621,-0.006,0.856,0.499,0.339,5537620.0,0.69,0.24,0.29,13.54271749755621,87.636,48.025799636085,4.573
863,2013,9.772,0.708,65.44,0.655,-0.004,0.921,0.499,0.409,5913016.0,0.64,0.25,0.27,13.60097751710655,87.79,48.9904306726447,4.983
864,2014,9.739,0.759,65.52,0.657,-0.012,0.939,0.559,0.267,6261046.0,0.6,0.24,0.33,13.659237536656892,87.947,50.0324816378701,5.233
865,2015,9.699,0.742,65.6,0.597,0.073,0.889,0.568,0.243,6532681.0,0.56,0.25,0.33,13.717497556207231,88.106,50.7501878411833,5.172
866,2016,9.687,0.828,66.1,0.657,0.031,0.853,0.553,0.263,6714281.0,0.55,0.25,0.35,13.776148582600197,88.266,50.4061512958939,5.271
867,2017,9.681,0.777,66.6,0.605,-0.074,0.911,0.515,0.244,6819373.0,0.58,0.23,0.36,13.834799608993157,88.429,50.0021336575906,5.154
868,2018,9.656,0.829,67.1,0.607,-0.066,0.907,0.464,0.271,6859408.0,0.58,0.23,0.38,13.893450635386117,88.593,49.4728882680895,5.167
869,2019,9.597,0.866,67.6,0.447,-0.081,0.89,0.322,0.494,6855709.0,0.53,0.21,0.38,13.95210166177908,88.758,48.9103841164782,4.024
870,2011,7.777,0.824,45.74,0.618,-0.087,0.768,0.793,0.17,2003793.0,0.58,0.0,1.46,1.1370223978919631,25.31,64.9345379298083,4.898
871,2016,7.953,0.798,46.6,0.729,-0.099,0.743,0.732,0.27,2075041.0,0.3,0.1,1.73,1.1370223978919631,27.317,61.4576176496448,3.808
872,2017,7.931,0.769,47.3,0.757,-0.145,0.797,0.746,0.255,2091532.0,0.31,0.13,1.67,1.1370223978919631,27.73,60.9114611983508,3.795
873,2019,7.926,0.79,48.7,0.716,-0.131,0.915,0.735,0.273,2125267.0,0.31,0.44,1.98,1.1370223978919631,28.585,59.7259372104157,3.512
874,2007,7.196,0.594,49.14,0.79,0.115,0.776,0.613,0.435,3461911.0,3.68972,0.01061,0.34472,83.1688122923588,46.742,86.641625926493,3.701
875,2008,7.223,0.619,49.96,0.724,-0.035,0.84,0.585,0.261,3607863.0,3.54828,0.01061,0.33804,82.8546511627907,47.088,86.861162270843,4.221
876,2010,7.258,0.827,51.6,0.819,-0.038,0.818,0.595,0.217,3891357.0,3.32,0.0,0.33,82.22632890365449,47.813,86.4857443266283,4.196
877,2014,7.391,0.708,53.28,0.59,-0.03,0.869,0.543,0.443,4359508.0,2.59,0.1,0.31,80.96968438538205,49.397,83.7888382054114,4.571
878,2015,7.365,0.638,53.7,0.671,-0.061,0.903,0.505,0.388,4472229.0,2.73,0.1,0.33,80.65552325581396,49.82,82.7077520171586,2.702
879,2016,7.324,0.643,54.5,0.763,0.033,0.901,0.636,0.509,4586788.0,2.33,0.1,0.36,80.34136212624584,50.254,81.8170575035408,3.355
880,2017,7.324,0.685,55.3,0.733,-0.012,0.867,0.668,0.391,4702224.0,2.28,0.13,0.4,80.02720099667773,50.697,80.8364769256033,4.424
881,2018,7.311,0.727,56.1,0.766,0.05,0.868,0.66,0.436,4818976.0,2.28,0.29,0.38,79.71303986710964,51.151,79.7863072962116,4.135
882,2019,7.264,0.712,56.9,0.706,0.051,0.828,0.636,0.389,4937374.0,2.28,0.44,0.38,79.39887873754152,51.615,78.6946398926104,5.121
883,2012,9.842,0.855,62.66,0.712,-0.032,0.791,0.695,0.316,6285751.0,0.01,0.0,0.0,0.1233276879184332,78.512,49.2204312370664,5.754
884,2015,9.308,0.868,62.3,0.775,-0.044,0.8045,0.704,0.369,6418315.0,0.0,0.0,0.0,0.1233276879184332,79.27,49.4915835338141,5.615
885,2016,9.268,0.876,62.3,0.822,-0.089,0.8045,0.718,0.383,6492160.0,0.0,0.0,0.0,0.1233276879184332,79.54,49.2565519413564,5.434
886,2017,9.491,0.823,62.3,0.779,-0.019,0.673,0.697,0.379,6580723.0,0.0,0.01,0.0,0.1233276879184332,79.817,48.9615375125658,5.647
887,2018,9.617,0.824,62.3,0.781,-0.101,0.646,0.706,0.399,6678565.0,0.0,0.01,0.0,0.1233276879184332,80.102,48.6133156323843,5.494
888,2019,9.627,0.827,62.3,0.762,-0.073,0.686,0.709,0.401,6777453.0,0.0,0.01,0.0,0.1233276879184332,80.393,48.2063571619756,5.33
889,2006,10.046,0.93,63.14,0.567,-0.295,0.967,0.621,0.254,3303329.0,4.92497,1.97955,5.42105,33.6840088759758,66.706,48.4050780441579,5.954
890,2007,10.163,0.941,63.48,0.59,-0.282,0.966,0.589,0.279,3258984.0,5.75858,1.02798,5.0447,33.92346865471496,66.777,48.0500272843608,5.808
891,2008,10.199,0.914,63.82,0.621,-0.259,0.961,0.533,0.276,3212867.0,5.77899,0.99474,4.93228,34.16292843345413,66.848,47.6795483677925,5.554
892,2009,10.05,0.933,64.16,0.496,-0.303,0.979,0.526,0.271,3167270.0,4.99723,1.06073,4.95598,34.402388212193294,66.842,47.3582204356757,5.467
893,2010,10.085,0.882,64.5,0.519,-0.275,0.962,0.473,0.272,3123825.0,4.65,1.1,5.46,34.641847990932455,66.757,47.1382389199127,5.066
894,2011,10.167,0.911,64.7,0.566,-0.148,0.964,0.57,0.275,3083402.0,5.53,1.35,5.79,34.696125540779995,66.741,47.5127412457825,5.432
895,2012,10.218,0.919,64.9,0.503,-0.273,0.957,0.581,0.277,3045561.0,5.67,1.45,5.64,34.75040309062754,66.864,47.9709641776956,5.771
896,2013,10.263,0.913,65.1,0.556,-0.237,0.936,0.581,0.294,3008938.0,5.8,1.5,5.32,34.804680640475084,66.986,48.5111671252686,5.596
897,2014,10.306,0.908,65.3,0.508,-0.263,0.956,0.619,0.287,2971498.0,5.81,1.51,5.46,34.85895819032263,67.108,49.1361408987227,6.126
898,2015,10.335,0.929,65.5,0.641,-0.254,0.924,0.595,0.276,2931872.0,5.78,1.14,5.36,34.91323574017017,67.23,49.8806851279236,5.711
899,2016,10.373,0.938,66.1,0.614,-0.266,0.949,0.594,0.25,2889555.0,5.54,1.05,5.13,34.95793489886815,67.366,50.6258504187303,5.866
900,2017,10.429,0.926,66.7,0.749,-0.174,0.79,0.608,0.195,2845419.0,5.04,0.83,4.79,35.00263405756613,67.516,51.5804885682406,6.273
901,2018,10.474,0.929,67.3,0.699,-0.237,0.852,0.517,0.214,2801270.0,4.88,0.82,4.59,35.04733321626411,67.679,52.8758933536182,6.309
902,2019,10.518,0.918,67.9,0.78,-0.251,0.783,0.566,0.276,2759631.0,4.96,0.88,4.61,35.09203237496208,67.855,54.5448561874094,6.064
903,2009,11.562,0.939,71.44,0.939,0.127,0.432,0.799,0.238,496536.0,2.42681,5.26039,4.29561,36.41975308641975,88.178,46.7464395527294,6.958
904,2010,11.592,0.952,71.7,0.908,0.096,0.423,0.809,0.216,507890.0,2.4,5.25,4.19,36.50205761316872,88.547,46.2780752983541,7.097
905,2011,11.595,0.934,71.88,0.962,0.106,0.388,0.836,0.2,519312.0,2.36,5.32,4.06,36.50205761316872,88.906,45.6812503337465,7.101
906,2012,11.567,0.914,72.06,0.917,0.059,0.403,0.815,0.227,530855.0,2.31,5.28,4.08,36.50205761316872,89.249,45.1232445374982,6.964
907,2013,11.58,0.917,72.24,0.79,-0.054,0.301,0.64,0.185,542554.0,2.29,5.12,3.84,36.50205761316872,89.574,44.5956266848334,7.131
908,2014,11.598,0.875,72.42,0.938,0.106,0.366,0.803,0.17,554512.0,2.27,5.08,4.07,36.50205761316872,89.884,44.0882578426091,6.891
909,2015,11.617,0.934,72.6,0.932,0.052,0.375,0.757,0.193,566741.0,2.25,5.1,4.02,36.50205761316872,90.179,43.6206987844267,6.702
910,2016,11.64,0.941,72.6,0.882,0.019,0.356,0.758,0.192,579266.0,2.25,5.01,3.99,36.50205761316872,90.46,43.4344579441556,6.967
911,2017,11.634,0.905,72.6,0.903,0.044,0.33,0.766,0.184,591914.0,2.24,4.95,3.98,36.50205761316872,90.727,43.2085127434194,7.061
912,2018,11.645,0.902,72.6,0.884,-0.022,0.385,0.75,0.202,604244.0,2.22,4.71,4.05,36.50205761316872,90.981,42.9835743247693,7.243
913,2019,11.648,0.912,72.6,0.93,-0.045,0.39,0.789,0.212,615730.0,2.14,4.73,4.04,36.50205761316872,91.223,42.8208453598273,7.404
914,2006,7.376,0.711,54.04,0.76,-0.039,0.8045,0.702,0.161,18880265.0,0.16527,0.084,0.34089,21.913812306634583,29.425,90.2454908269809,3.98
915,2008,7.439,0.776,54.92,0.332,-0.099,0.773,0.614,0.215,19996476.0,0.13682,0.096,0.37229,21.752695084221383,30.67,88.6492924640666,4.64
916,2011,7.336,0.818,56.22,0.546,-0.062,0.897,0.51,0.235,21743970.0,0.3,0.1,0.5,21.56885871433482,32.58,85.2903115632256,4.381
917,2012,7.339,0.673,56.64,0.487,-0.055,0.854,0.69,0.194,22346641.0,0.31,0.1,0.45,21.546139566861463,33.227,83.9855111243575,3.551
918,2013,7.334,0.673,57.06,0.48,-0.019,0.868,0.734,0.241,22961259.0,0.34,0.08,0.42,21.523420419388103,33.878,82.6042196598769,3.816
919,2014,7.34,0.655,57.48,0.529,-0.023,0.791,0.748,0.192,23589897.0,0.35,0.08,0.44,21.50070127191475,34.534,81.2870313423514,3.676
920,2015,7.344,0.647,57.9,0.545,-0.041,0.861,0.802,0.226,24234080.0,0.33,0.07,0.46,21.47798212444139,35.193,80.1069445509693,3.593
921,2016,7.356,0.746,58.3,0.57,-0.069,0.864,0.813,0.204,24894370.0,0.33,0.07,0.48,21.45526641457545,35.856,79.1244088097333,3.663
922,2017,7.368,0.626,58.7,0.57,-0.033,0.847,0.752,0.375,25570511.0,0.32,0.07,0.5,21.432550704709524,36.522,78.2610559731318,4.079
923,2018,7.386,0.666,59.1,0.551,0.003,0.889,0.752,0.362,26262313.0,0.32,0.07,0.5,21.40983499484359,37.191,77.477620427997,4.071
924,2019,7.406,0.701,59.5,0.55,-0.012,0.72,0.723,0.304,26969306.0,0.32,0.07,0.5,21.387119284977658,37.861,76.7124942814313,4.339
925,2006,6.678,0.554,44.88,0.767,0.2,0.676,0.67,0.222,12973693.0,0.21751,0.00675,0.13535,30.013788714467545,15.144,97.0225264613862,3.83
926,2007,6.742,0.6,46.26,0.91,0.202,0.691,0.727,0.176,13341808.0,0.19192,0.00449,0.13997,29.56830717013152,15.235,97.0114140386902,4.891
927,2009,6.838,0.718,49.02,0.879,0.176,0.689,0.765,0.13,14128161.0,0.20167,0.02239,0.14773,28.677344081459484,15.429,96.6611553544176,5.148
928,2011,6.895,0.613,51.42,0.733,0.099,0.853,0.713,0.268,14962118.0,0.17,0.0,0.16,27.78638099278744,15.672,95.7120792197321,3.946
929,2012,6.885,0.604,52.44,0.637,0.169,0.886,0.816,0.2,15396010.0,0.29,0.0,0.17,27.340899448451417,15.812,94.8917285755951,4.279
930,2013,6.907,0.563,53.46,0.752,0.078,0.857,0.808,0.248,15839287.0,0.23,0.0,0.17,26.8954179041154,15.966,93.7863595177732,4.035
931,2014,6.935,0.512,54.48,0.786,0.061,0.824,0.704,0.263,16289550.0,0.08,0.0,0.17,26.44993635977938,16.132,92.563873806535,4.563
932,2015,6.935,0.494,55.5,0.801,0.058,0.835,0.633,0.26,16745305.0,0.19,0.0,0.15,26.00445481544336,16.313,91.2925382532413,3.868
933,2016,6.932,0.524,56.2,0.81,0.066,0.824,0.603,0.325,17205253.0,0.25,0.01,0.08,25.558973271107337,16.506,89.8650835576166,3.476
934,2017,6.945,0.555,56.9,0.848,0.025,0.735,0.609,0.312,17670193.0,0.25,0.01,0.09,25.11349172677132,16.714,88.4868236135676,3.417
935,2018,6.949,0.528,57.6,0.799,0.073,0.766,0.586,0.365,18143215.0,0.25,0.0,0.08,24.668010182435296,16.937,87.0827602747876,3.335
936,2019,6.966,0.549,58.3,0.765,0.004,0.68,0.537,0.348,18628749.0,0.25,0.0,0.08,24.22252863809928,17.174,85.5656396617159,3.869
937,2006,9.839,0.866,64.96,0.837,0.201,0.74,0.75,0.243,26201954.0,0.07729,0.02383,0.34408,58.57595495358393,67.483,52.8169202606536,6.012
938,2007,9.881,0.871,65.12,0.844,0.089,0.799,0.775,0.162,26720367.0,0.08484,0.02728,0.34341,58.34959671282909,68.36,52.0495595090301,6.239
939,2008,9.909,0.803,65.28,0.78,0.044,0.884,0.815,0.186,27236003.0,0.0902,0.02883,0.3785,58.12323847207427,69.225,51.1689114252181,5.807
940,2009,9.875,0.792,65.44,0.874,-0.009,0.858,0.822,0.164,27735038.0,0.09292,0.02991,0.37267,57.89688023131944,70.075,50.1437637425205,5.385
941,2010,9.93,0.839,65.6,0.769,0.032,0.844,0.832,0.192,28208028.0,0.1,0.03,0.38,57.6705219905646,70.912,49.0297044203103,5.58
942,2011,9.966,0.77,65.76,0.84,-0.016,0.842,0.887,0.155,28650962.0,0.11,0.03,0.39,57.984976411505095,71.609,47.9577659571611,5.786
943,2012,10.005,0.841,65.92,0.848,0.017,0.847,0.867,0.177,29068189.0,0.11,0.02,0.41,58.2994308324456,72.275,47.0783596002033,5.914
944,2013,10.037,0.831,66.08,0.791,0.264,0.755,0.736,0.317,29468923.0,0.11,0.02,0.4,58.61388525338609,72.93,46.3271438380366,5.77
945,2014,10.082,0.863,66.24,0.808,0.239,0.845,0.77,0.261,29866606.0,0.11,0.03,0.4,58.928339674326594,73.577,45.6572384950625,5.963
946,2015,10.118,0.818,66.4,0.675,0.222,0.838,0.775,0.314,30270965.0,0.12,0.03,0.4,59.24279409526708,74.213,45.0645504690175,6.322
947,2018,10.223,0.789,67.0,0.875,0.127,0.894,0.824,0.2,31528033.0,0.12,0.05,0.48,58.60329325825597,76.036,44.2312457032144,5.339
948,2019,10.252,0.842,67.2,0.916,0.123,0.782,0.834,0.176,31949789.0,0.11,0.04,0.48,58.39012631258561,76.607,44.1249305703447,5.428
949,2018,9.826,0.913,70.6,0.855,0.024,0.8045,0.725,0.256,515703.0,0.45,0.65,0.33,2.733333333333333,39.808,31.3219693304338,5.198
950,2006,7.593,0.761,45.92,0.555,-0.072,0.761,0.767,0.209,13203378.0,0.0088,0.00227,0.06428,10.896663634352027,32.832,99.9101240230946,4.014
951,2008,7.607,0.747,47.16,0.495,-0.012,0.918,0.682,0.164,14113578.0,0.01907,0.00456,0.06918,10.896663634352027,34.403,100.78588248282,4.115
952,2009,7.622,0.733,47.78,0.634,0.008,0.819,0.76,0.15,14581427.0,0.01167,0.00457,0.07227,10.896663634352027,35.2,100.960699351972,3.977
953,2010,7.642,0.751,48.4,0.749,-0.028,0.811,0.797,0.162,15049352.0,0.02,0.01,0.07,10.896663634352027,35.999,100.936430726891,3.762
954,2011,7.643,0.796,48.76,0.823,-0.101,0.726,0.758,0.132,15514593.0,0.02,0.01,0.08,10.896663634352027,36.799,101.73007429167,4.667
955,2012,7.605,0.823,49.12,0.704,-0.088,0.787,0.681,0.109,15979492.0,0.0,0.0,0.08,10.896663634352027,37.599,102.151783116374,4.313
956,2013,7.599,0.82,49.48,0.665,-0.053,0.755,0.724,0.193,16449854.0,0.0,0.0,0.09,10.896663634352027,38.398,102.276609631944,3.676
957,2014,7.638,0.843,49.84,0.652,-0.037,0.658,0.741,0.186,16934213.0,0.02,0.0,0.1,10.896663634352027,39.196,102.191506631258,3.975
958,2015,7.669,0.83,50.2,0.634,-0.068,0.8,0.709,0.243,17438772.0,0.02,0.01,0.09,10.896663634352027,39.991,101.934632954486,4.582
959,2016,7.695,0.836,50.7,0.696,-0.07,0.862,0.807,0.305,17965448.0,0.02,0.01,0.09,10.896663634352027,40.783,101.517100541127,4.016
960,2017,7.718,0.741,51.2,0.753,-0.069,0.863,0.742,0.393,18512429.0,0.02,0.0,0.1,10.896663634352027,41.572,100.955471572767,4.742
961,2018,7.733,0.692,51.7,0.737,-0.034,0.793,0.77,0.37,19077755.0,0.02,0.01,0.09,10.896663634352027,42.356,100.203070519441,4.416
962,2019,7.752,0.755,52.2,0.67,-0.038,0.846,0.712,0.358,19658023.0,0.02,0.0,0.09,10.896663634352027,43.136,99.202491761044,4.988
963,2009,10.331,0.916,71.38,0.803,0.464,0.8045,0.715,0.358,411559.0,1.51911,2.496,2.77145,1.09375,94.001,43.818077851076,6.328
964,2010,10.361,0.908,71.6,0.802,0.287,0.8045,0.697,0.375,414257.0,1.69,2.21,2.78,1.09375,94.072,44.2645088314626,5.774
965,2011,10.37,0.923,71.72,0.882,0.296,0.8045,0.736,0.34,417720.0,1.81,1.99,2.77,1.09375,94.141,44.9468288844164,6.155
966,2012,10.389,0.922,71.84,0.861,0.352,0.8045,0.744,0.391,421809.0,1.93,2.15,2.77,1.09375,94.211,45.8314092971742,5.963
967,2013,10.422,0.942,71.96,0.909,0.41,0.8045,0.66,0.37,426144.0,2.11,2.07,2.76,1.09375,94.279,46.9170888848267,6.38
968,2014,10.486,0.941,72.08,0.904,0.404,0.67,0.652,0.352,430190.0,2.04,2.02,2.76,1.09375,94.347,48.1117799030668,6.452
969,2015,10.566,0.919,72.2,0.912,0.347,0.664,0.68,0.355,433559.0,2.09,2.16,2.76,1.09375,94.414,49.2960439582558,6.613
970,2016,10.599,0.93,72.2,0.916,0.345,0.696,0.687,0.355,436099.0,2.13,2.33,2.77,1.1625,94.48,50.5728882495908,6.591
971,2017,10.635,0.937,72.2,0.924,0.253,0.69,0.721,0.302,437935.0,2.2,2.56,2.78,1.23125,94.546,51.7842837729583,6.676
972,2018,10.67,0.932,72.2,0.927,0.179,0.595,0.721,0.296,439255.0,2.28,2.48,2.8,1.3,94.612,52.9665015892255,6.91
973,2019,10.677,0.922,72.2,0.924,0.087,0.689,0.707,0.356,440377.0,2.51,2.34,2.8,1.36875,94.678,54.1921965096894,6.733
974,2007,8.533,0.682,53.66,0.573,-0.072,0.586,0.733,0.174,3202512.0,0.01907,0.00206,0.00018,0.3721354419326671,43.89,81.8478741055276,4.149
975,2008,8.501,0.67,53.94,0.593,-0.018,0.841,0.732,0.176,3296237.0,0.01487,0.00205,0.00063,0.366857475502086,44.788,81.1639828368262,4.248
976,2009,8.473,0.819,54.22,0.735,0.039,0.848,0.738,0.17,3393408.0,0.0,0.00205,0.00219,0.3615795090715048,45.686,80.4958171280733,4.5
977,2010,8.47,0.857,54.5,0.669,0.055,0.727,0.778,0.129,3494200.0,0.0,0.0,0.0,0.3563015426409237,46.588,79.8459507382063,4.772
978,2011,8.481,0.75,54.82,0.567,0.052,0.747,0.762,0.175,3598646.0,0.0,0.0,0.0,0.3510235762103425,47.493,79.4069068732218,4.785
979,2012,8.495,0.763,55.14,0.487,-0.021,0.707,0.782,0.164,3706555.0,0.0,0.0,0.0,0.3457456097797614,48.4,78.9473811259541,4.673
980,2013,8.506,0.741,55.46,0.603,-0.079,0.676,0.793,0.196,3817497.0,0.0,0.0,0.0,0.3404676433491801,49.306,78.467019689591,4.199
981,2014,8.519,0.853,55.78,0.468,-0.054,0.589,0.755,0.163,3930894.0,0.0,0.0,0.0,0.335189676918599,50.203,77.9478989268515,4.483
982,2015,8.542,0.875,56.1,0.447,0.055,0.715,0.82,0.194,4046304.0,0.0,0.0,0.0,0.3299117104880179,51.089,77.3792281120132,3.923
983,2016,8.526,0.785,56.4,0.467,-0.175,0.842,0.735,0.222,4163532.0,0.0,0.0,0.0,0.3246259823420976,51.962,77.0932766321614,4.472
984,2017,8.533,0.779,56.7,0.527,-0.153,0.777,0.637,0.272,4282582.0,0.0,0.0,0.0,0.3193402541961774,52.824,76.657412869241,4.678
985,2018,8.526,0.802,57.0,0.467,-0.112,0.711,0.663,0.276,4403312.0,0.0,0.0,0.0,0.3140545260502571,53.672,76.1317050204979,4.314
986,2019,8.556,0.798,57.3,0.628,-0.102,0.743,0.692,0.26,4525698.0,0.0,0.0,0.0,0.3087687979043368,54.507,75.5777070488717,4.153
987,2011,9.767,0.8,64.7,0.848,0.191,0.847,0.738,0.253,1251074.0,0.87,0.23,1.95,18.90246305418719,41.444,41.4821233095685,5.477
988,2014,9.865,0.785,65.3,0.824,0.176,0.879,0.808,0.222,1257351.0,0.87,0.2,1.68,18.87586206896552,41.111,41.4549872504356,5.648
989,2016,9.935,0.836,65.8,0.819,0.139,0.891,0.785,0.246,1261870.0,1.04,0.22,1.83,18.91330049261084,40.91,41.5323005231262,5.61
990,2017,9.972,0.91,66.1,0.912,0.087,0.818,0.748,0.169,1264497.0,0.88,0.22,1.85,18.959605911330048,40.841,41.4608145490829,6.174
991,2018,10.008,0.909,66.4,0.867,-0.073,0.785,0.774,0.158,1267184.0,0.88,0.23,1.94,19.005911330049265,40.793,41.3784280248856,5.882
992,2019,10.043,0.913,66.7,0.893,-0.053,0.81,0.808,0.149,1269670.0,0.88,0.23,1.94,19.05221674876848,40.766,41.359573099363,6.241
993,2005,9.788,0.903,66.2,0.814,-0.0235,0.764,0.82,0.219,106005199.0,1.0005,0.08859,3.88976,34.806620540651764,76.308,59.9032430694131,6.581
994,2007,9.825,0.879,66.32,0.67,-0.095,0.747,0.816,0.248,109170503.0,0.23078,0.20076,3.76022,34.6586702332879,76.92,58.1309580474287,6.525
995,2008,9.821,0.876,66.38,0.677,-0.128,0.785,0.825,0.201,110815272.0,0.28483,0.20858,3.67576,34.58469507960596,77.222,57.1493140441834,6.829
996,2009,9.752,0.868,66.44,0.682,-0.076,0.764,0.849,0.196,112463886.0,0.25505,0.19201,3.83112,34.51071992592402,77.52,56.222624132686,6.963
997,2010,9.788,0.876,66.5,0.778,-0.048,0.693,0.84,0.215,114092961.0,0.23,0.18,3.53,34.436744772242086,77.815,55.402253858528,6.802
998,2011,9.81,0.824,66.68,0.831,-0.099,0.698,0.79,0.228,115695468.0,0.18,0.18,3.53,34.37373903649785,78.111,54.6101018846974,6.91
999,2012,9.832,0.767,66.86,0.788,-0.093,0.633,0.784,0.278,117274156.0,0.12,0.19,3.41,34.31073330075362,78.405,53.9484804010589,7.32
1000,2013,9.832,0.759,67.04,0.739,-0.165,0.615,0.79,0.223,118827158.0,0.19,0.2,3.28,34.247727565009384,78.699,53.3853101196504,7.443
1001,2014,9.847,0.782,67.22,0.779,-0.094,0.63,0.802,0.229,120355137.0,0.24,0.18,3.38,34.18472182926516,78.993,52.8612318044476,6.68
1002,2015,9.867,0.761,67.4,0.719,-0.152,0.708,0.745,0.237,121858251.0,0.24,0.2,3.59,34.121716093520924,79.285,52.3477206979876,6.236
1003,2016,9.884,0.893,67.7,0.752,-0.153,0.809,0.859,0.22,123333379.0,0.19,0.19,3.72,34.0559911520358,79.577,51.9253743986976,6.824
1004,2017,9.893,0.8,68.0,0.861,-0.202,0.801,0.843,0.231,124777326.0,0.19,0.19,3.72,33.99026621055068,79.867,51.4692418591974,6.41
1005,2018,9.903,0.858,68.3,0.816,-0.179,0.809,0.882,0.213,126190782.0,0.19,0.19,3.72,33.924541269065564,80.156,51.0129948515527,6.55
1006,2019,9.891,0.852,68.6,0.903,-0.141,0.809,0.864,0.252,127575529.0,0.19,0.19,3.72,33.858816327580435,80.444,50.6064441559287,6.432
1007,2006,8.936,0.812,60.58,0.554,-0.164,0.926,0.619,0.255,4146264.0,3.27158,2.20421,1.67837,11.02037093341441,42.744,38.8186249890347,5.102
1008,2007,8.968,0.804,60.76,0.696,-0.186,0.93,0.571,0.306,4130129.0,2.54798,2.90572,1.9169,11.111888111888112,42.713,38.0206947367814,4.775
1009,2008,9.045,0.872,60.94,0.641,-0.056,0.926,0.584,0.284,4112886.0,2.15036,3.07432,1.95569,11.203405290361813,42.682,37.3682818978136,5.503
1010,2009,8.984,0.856,61.12,0.551,-0.099,0.925,0.562,0.306,4097515.0,1.54717,2.68285,1.60413,11.294922468835512,42.651,36.8224904417342,5.554
1011,2010,9.054,0.847,61.3,0.598,-0.088,0.929,0.584,0.278,4086090.0,1.68,2.98,1.65,11.386439647309214,42.62,36.355435896214,5.59
1012,2011,9.111,0.869,61.62,0.628,-0.082,0.957,0.568,0.285,4079167.0,2.07,3.66,1.83,11.45880206749772,42.589,35.8756389734994,5.792
1013,2012,9.105,0.826,61.94,0.602,-0.05,0.955,0.568,0.314,4075804.0,2.55,3.49,1.95,11.531164487686226,42.558,35.3967261862485,5.996
1014,2013,9.192,0.803,62.26,0.658,-0.069,0.941,0.582,0.261,4074585.0,3.13,3.19,1.78,11.603526907874734,42.527,34.980933475868,5.756
1015,2014,9.241,0.805,62.58,0.623,-0.113,0.925,0.583,0.26,4073407.0,2.83,2.75,1.62,11.67588932806324,42.496,34.7631437684731,5.917
1016,2015,9.246,0.84,62.9,0.595,-0.09,0.943,0.59,0.281,4070705.0,2.34,2.68,1.52,11.748251748251748,42.49,34.8452138899804,6.017
