Unnamed: 0,year,log_gdp,social_s,life_ex,life_choices,generosity,corruption,positive_a,negative_a,population,spirit_c,wine_c,beer_c,forest_c,u_pop,age_dr,happiness_s
1017,2016,9.3,0.837,63.6,0.557,-0.047,0.969,0.621,0.275,4066013.0,2.09,3.35,1.5,11.748859835816358,42.511,35.504006120038,5.578
1018,2017,9.363,0.831,64.3,0.553,-0.053,0.926,0.581,0.259,4059687.0,2.25,3.44,1.51,11.749467923380967,42.557,36.472668643054,5.326
1019,2018,9.423,0.892,65.0,0.824,-0.084,0.929,0.582,0.27,4051950.0,2.25,3.57,1.53,11.750076010945577,42.629,37.6076753406512,5.682
1020,2019,9.475,0.809,65.7,0.784,-0.092,0.884,0.631,0.262,4043258.0,2.25,3.57,1.53,11.750684098510186,42.726,38.7016705648423,5.803
1021,2007,8.833,0.881,58.82,0.781,0.064,0.918,0.571,0.203,2593819.0,7.37623,0.80432,0.94313,9.123680033474276,64.564,45.6973317103667,4.609
1022,2008,8.904,0.92,59.28,0.484,0.068,0.962,0.586,0.173,2631899.0,6.89546,0.9716,1.05456,9.118542790090824,65.581,45.0299438813971,4.493
1023,2010,8.92,0.904,60.2,0.631,0.099,0.928,0.712,0.15,2719902.0,4.89,1.23,1.61,9.108268303323912,67.567,44.5642161971969,4.586
1024,2011,9.061,0.948,60.5,0.7,0.151,0.931,0.692,0.153,2770357.0,3.16,1.52,1.96,9.107552942182766,67.963,45.0697056511769,5.031
1025,2012,9.158,0.919,60.8,0.688,0.107,0.932,0.689,0.181,2824698.0,3.66,1.58,2.29,9.10683758104162,68.03,45.7132510580171,4.885
1026,2013,9.248,0.935,61.1,0.748,0.136,0.928,0.649,0.179,2881783.0,8.81,1.44,2.33,9.106122219900474,68.097,46.5277142200501,4.913
1027,2014,9.304,0.943,61.4,0.752,0.146,0.909,0.627,0.17,2940111.0,6.37,1.38,2.12,9.105406858759329,68.163,47.5205442198716,4.825
1028,2015,9.308,0.906,61.7,0.686,0.173,0.9,0.653,0.208,2998433.0,5.03,1.19,2.13,9.10469149761818,68.23,48.6463387368076,4.983
1029,2016,9.3,0.947,61.9,0.76,0.09,0.9,0.694,0.171,3056358.0,3.38,1.33,2.14,9.103978705098728,68.297,50.046982376454,5.057
1030,2017,9.334,0.924,62.1,0.675,0.119,0.865,0.675,0.214,3113788.0,2.79,1.36,2.04,9.103265912579271,68.363,51.3858043538293,5.334
1031,2018,9.386,0.942,62.3,0.696,0.054,0.849,0.654,0.192,3170214.0,1.92,1.57,2.23,9.102553120059817,68.445,52.6556681749826,5.465
1032,2019,9.418,0.946,62.5,0.711,0.149,0.873,0.707,0.167,3225166.0,1.82,1.46,2.18,9.101840327540362,68.543,53.8168705291076,5.563
1033,2007,9.693,0.832,66.2,0.512,-0.134,0.815,0.579,0.34,619554.0,2.24613,1.956,5.26392,57.00371747211896,63.139,49.1226371008162,5.196
1034,2009,9.699,0.816,66.8,0.556,-0.101,0.838,0.623,0.423,622933.0,2.30568,3.216,4.47236,59.99256505576208,63.808,48.0024415932593,4.801
1035,2010,9.724,0.805,67.1,0.552,-0.206,0.757,0.595,0.41,624279.0,2.35,3.21,4.2,61.486988847583646,64.14,47.5159857586835,5.455
1036,2011,9.755,0.818,67.26,0.546,-0.226,0.762,0.603,0.378,625271.0,2.44,2.41,4.0,61.486988847583646,64.472,47.4142788199802,5.223
1037,2012,9.726,0.704,67.42,0.462,-0.192,0.755,0.574,0.379,625931.0,2.52,2.41,4.28,61.486988847583646,64.804,47.3117896715755,5.219
1038,2013,9.76,0.736,67.58,0.502,-0.176,0.693,0.539,0.331,626342.0,2.61,2.89,3.94,61.486988847583646,65.137,47.2647749093237,5.074
1039,2014,9.777,0.863,67.74,0.503,0.097,0.768,0.587,0.368,626650.0,2.69,2.09,3.58,61.486988847583646,65.471,47.3647538943911,5.283
1040,2015,9.81,0.74,67.9,0.583,-0.144,0.781,0.58,0.337,626957.0,2.81,1.98,3.5,61.486988847583646,65.806,47.6699310259709,5.125
1041,2016,9.839,0.866,68.1,0.569,-0.087,0.849,0.591,0.337,627271.0,2.93,2.45,3.54,61.486988847583646,66.141,48.0934487362241,5.304
1042,2017,9.885,0.881,68.3,0.626,-0.083,0.756,0.519,0.35,627563.0,3.06,2.55,3.71,61.486988847583646,66.477,48.8051318957458,5.615
1043,2018,9.934,0.856,68.5,0.626,-0.051,0.769,0.59,0.355,627803.0,3.14,2.67,3.83,61.486988847583646,66.813,49.665900169335,5.65
1044,2019,9.97,0.832,68.7,0.694,-0.105,0.82,0.591,0.366,627988.0,3.22,2.68,3.83,61.486988847583646,67.15,50.4649205135896,5.386
1045,2010,8.746,0.838,63.5,0.663,-0.162,0.9,0.725,0.256,32343384.0,0.09,0.18,0.2,12.714698633206362,58.018,53.0395590461495,4.383
1046,2011,8.783,0.833,63.8,0.579,-0.218,0.875,0.736,0.187,32781860.0,0.09,0.19,0.18,12.719233699305398,58.581,52.4309449810379,5.085
1047,2012,8.799,0.676,64.1,0.757,-0.187,0.845,0.687,0.281,33241898.0,0.08,0.2,0.18,12.723768765404436,59.142,52.0656509163582,4.97
1048,2013,8.829,0.597,64.4,0.572,-0.21,0.771,0.784,0.239,33715705.0,0.07,0.21,0.18,12.728303831503474,59.7,51.8977655479193,5.142
1049,2015,8.872,0.606,65.0,0.713,-0.228,0.842,0.661,0.262,34663608.0,0.07,0.17,0.16,12.737373963701543,60.809,51.7759307546428,5.163
1050,2016,8.869,0.655,65.3,0.817,-0.237,0.717,0.713,0.205,35126274.0,0.07,0.17,0.17,12.763275823437152,61.36,51.9321631600121,5.386
1051,2017,8.898,0.641,65.6,0.814,-0.216,0.841,0.559,0.323,35581257.0,0.08,0.18,0.17,12.789177683172753,61.908,51.9894212607064,5.312
1052,2018,8.914,0.554,65.9,0.773,-0.234,0.843,0.638,0.416,36029089.0,0.08,0.21,0.18,12.81507954290836,62.453,52.0202410174567,4.897
1053,2019,8.925,0.535,66.2,0.757,-0.244,0.757,0.589,0.41,36471766.0,0.09,0.24,0.18,12.840981402643962,62.994,52.137467545648,5.057
1054,2006,6.776,0.879,44.8,0.684,0.041,0.758,0.623,0.327,21080108.0,0.00268,0.07756,0.51365,50.686034741473584,30.182,94.4818009143919,4.595
1055,2007,6.823,0.748,45.5,0.643,0.074,0.854,0.634,0.24,21673319.0,0.04473,0.08609,0.5519,50.40425494035963,30.364,94.9436378053949,4.833
1056,2008,6.865,0.756,46.2,0.514,0.006,0.864,0.623,0.28,22276596.0,0.05778,0.08489,0.58994,50.12247513924566,30.832,95.1474788752111,4.654
1057,2011,6.979,0.818,48.32,0.639,-0.024,0.719,0.592,0.243,24187500.0,0.14,0.05,0.7,49.29641140415575,32.336,95.1167530249046,4.971
1058,2015,7.141,0.666,51.2,0.813,0.089,0.632,0.564,0.34,27042001.0,0.16,0.06,0.99,48.246394872707846,34.4,93.4988136194767,4.55
1059,2017,7.157,0.678,53.2,0.823,-0.03,0.682,0.648,0.353,28649007.0,0.19,0.22,1.03,47.63791551158473,35.455,91.7832200133028,4.28
1060,2018,7.162,0.738,54.2,0.897,0.049,0.691,0.64,0.397,29496009.0,0.2,0.22,1.03,47.33367583102317,35.988,90.6998117182594,4.654
1061,2019,7.155,0.742,55.2,0.87,0.073,0.682,0.587,0.384,30366043.0,0.21,0.22,1.03,47.02943615046161,36.528,89.5606868946432,4.932
1062,2012,8.158,0.612,57.02,0.691,0.645,0.695,0.764,0.205,51413703.0,0.99,0.01,0.24,47.276422739318924,29.266,51.7689849812661,4.439
1063,2013,8.23,0.757,57.38,0.775,0.689,0.638,0.803,0.217,51852464.0,1.02,0.01,0.28,46.832616921215084,29.457,50.9136477634452,4.176
1064,2014,8.299,0.774,57.74,0.76,0.698,0.592,0.858,0.112,52280816.0,1.03,0.01,0.32,46.38881110311127,29.65,50.0592980417252,4.786
1065,2015,8.359,0.752,58.1,0.808,0.688,0.633,0.866,0.272,52680724.0,1.08,0.01,0.37,45.94500528500743,29.858,49.222336554571,4.224
1066,2016,8.408,0.793,58.4,0.877,0.679,0.607,0.804,0.302,53045199.0,1.17,0.02,0.42,45.501202530676025,30.082,48.550476797774,4.623
1067,2017,8.464,0.795,58.7,0.886,0.65,0.619,0.746,0.282,53382521.0,1.3,0.02,0.46,45.05739977634462,30.322,47.9459555500767,4.154
1068,2018,8.523,0.774,59.0,0.906,0.49,0.647,0.777,0.3,53708318.0,1.33,0.02,0.5,44.61359702201321,30.579,47.3962950474995,4.411
1069,2019,8.545,0.763,59.3,0.899,0.561,0.682,0.755,0.286,54045422.0,1.55,0.02,0.5,44.1697942676818,30.852,46.8991927688054,4.434
1070,2007,9.059,0.828,49.68,0.781,-0.101,0.839,0.811,0.16,2006516.0,0.78593,0.27764,0.64122,9.185120917295244,38.598,73.4889548119564,4.886
1071,2014,9.232,0.763,55.16,0.849,-0.183,0.79,0.749,0.239,2273426.0,0.75,0.15,1.22,8.581372298946908,45.826,68.7654592262444,4.574
1072,2017,9.215,0.828,56.2,0.81,-0.19,0.831,0.721,0.277,2402623.0,0.65,0.16,1.34,8.322620218877917,49.005,68.212626678102,4.441
1073,2018,9.204,0.864,56.5,0.754,-0.169,0.846,0.739,0.24,2448300.0,0.61,0.16,1.37,8.236368715762369,50.032,68.1981031942045,4.834
1074,2019,9.173,0.845,56.8,0.739,-0.174,0.879,0.672,0.256,2494524.0,0.53,0.16,1.37,8.150117212646819,51.042,68.1067300674644,4.436
1075,2006,7.616,0.874,57.2,0.689,-0.0235,0.897,0.717,0.171,26066687.0,0.11693,0.00394,0.07281,41.08491105685385,15.462,75.5951424225886,4.567
1076,2007,7.638,0.787,57.7,0.413,0.317,0.891,0.643,0.152,26382586.0,0.12079,0.00391,0.07643,41.21136379490758,15.781,74.2338194715672,4.748
1077,2008,7.686,0.818,58.2,0.618,0.291,0.9,0.745,0.153,26666581.0,0.11808,0.00194,0.08337,41.33781653296128,16.105,73.0215030300812,4.441
1078,2009,7.723,0.813,58.7,0.616,0.044,0.95,0.57,0.215,26883531.0,0.12339,0.00192,0.09427,41.464269271015,16.434,71.7700217246473,4.917
1079,2010,7.765,0.779,59.2,0.519,0.092,0.911,0.672,0.226,27013207.0,0.12,0.0,0.1,41.59072200906871,16.768,70.36072201667,4.35
1080,2011,7.797,0.741,59.4,0.525,-0.01,0.935,0.699,0.207,27041220.0,0.12,0.01,0.12,41.59072200906871,17.108,69.3679871491574,3.809
1081,2012,7.846,0.734,59.6,0.638,0.07,0.883,0.736,0.231,26989160.0,0.12,0.01,0.13,41.59072200906871,17.458,68.0582183244454,4.233
1082,2013,7.889,0.74,59.8,0.722,0.151,0.877,0.629,0.279,26916795.0,0.12,0.01,0.16,41.59072200906871,17.815,66.5378917269629,4.605
1083,2014,7.948,0.786,60.0,0.712,0.121,0.841,0.614,0.287,26905982.0,0.05,0.0,0.18,41.59072200906871,18.182,65.0211722939155,4.975
1084,2015,7.976,0.748,60.2,0.763,0.227,0.824,0.543,0.358,27015033.0,0.04,0.0,0.19,41.59072200906871,18.557,63.6499720677735,4.812
1085,2016,7.973,0.837,61.3,0.839,0.168,0.817,0.627,0.37,27263430.0,0.12,0.0,0.21,41.59072200906871,18.942,61.0904058447544,5.1
1086,2017,8.039,0.816,62.4,0.845,0.134,0.77,0.571,0.376,27632682.0,0.13,0.0,0.22,41.59072200906871,19.336,58.7331737194397,4.737
1087,2018,8.087,0.768,63.5,0.77,0.122,0.742,0.537,0.387,28095712.0,0.13,0.0,0.22,41.59072200906871,19.74,56.5972914678014,4.91
1088,2019,8.136,0.772,64.6,0.79,0.167,0.712,0.536,0.357,28608715.0,0.13,0.0,0.22,41.59072200906871,20.153,54.6860796600452,5.449
1089,2005,10.814,0.947,70.4,0.901,-0.0235,0.571,0.869,0.233,16367153.0,1.57934,3.13419,4.78699,10.884763884763885,82.63,48.0472975026342,7.464
1090,2007,10.881,0.944,70.8,0.896,0.344,0.445,0.818,0.213,16506651.0,1.57504,3.16229,4.71291,10.96780516780517,84.539,48.4380011982546,7.452
1091,2008,10.899,0.944,71.0,0.883,0.365,0.419,0.788,0.182,16568105.0,1.57115,3.15448,4.78653,11.009325809325809,85.402,48.512731809675,7.631
1092,2010,10.864,0.957,71.4,0.921,0.349,0.399,0.853,0.206,16682927.0,1.53,3.18,4.36,11.092367092367091,87.134,49.1640546741783,7.502
1093,2011,10.875,0.938,71.52,0.925,0.336,0.359,0.863,0.181,16738190.0,1.49,3.17,4.34,11.04098604098604,87.879,49.7526172726539,7.564
1094,2012,10.861,0.939,71.64,0.877,0.288,0.434,0.861,0.226,16791850.0,1.52,3.16,4.37,10.98960498960499,88.588,50.5799295494589,7.471
1095,2013,10.857,0.925,71.76,0.919,0.305,0.505,0.867,0.235,16843512.0,1.52,2.87,4.2,10.938223938223938,89.187,51.5300362899899,7.407
1096,2014,10.867,0.909,71.88,0.91,0.331,0.457,0.868,0.221,16892517.0,1.32,2.95,4.12,10.886842886842889,89.69,52.4010771538559,7.321
1097,2015,10.882,0.879,72.0,0.904,0.261,0.412,0.834,0.202,16938492.0,1.32,2.94,4.04,10.835461835461835,90.173,53.0826273110589,7.324
1098,2016,10.899,0.926,72.1,0.907,0.239,0.433,0.838,0.215,16981285.0,1.35,2.89,4.05,10.863201663201664,90.635,53.723348944284,7.541
1099,2017,10.921,0.937,72.2,0.92,0.25,0.363,0.852,0.185,17021343.0,1.37,2.94,4.02,10.890941490941492,91.077,54.190741208935,7.459
1100,2018,10.941,0.939,72.3,0.92,0.161,0.371,0.862,0.205,17059560.0,1.41,2.93,3.99,10.918681318681315,91.49,54.5698997794335,7.463
1101,2019,10.953,0.941,72.4,0.886,0.213,0.36,0.838,0.231,17097123.0,1.36,2.92,3.95,10.946421146421144,91.876,55.0118755420316,7.425
1102,2006,10.526,0.946,71.2,0.932,0.312,0.224,0.88,0.219,4185881.0,1.34407,3.10043,3.94688,37.40476244730546,86.4,50.4528758841075,7.305
1103,2007,10.546,0.967,71.4,0.878,0.279,0.295,0.854,0.238,4233046.0,1.16827,3.00211,3.94313,37.40388135657589,86.34,50.3272549449486,7.604
1104,2008,10.528,0.944,71.6,0.893,0.298,0.334,0.854,0.232,4278156.0,1.30162,3.03761,4.03074,37.403000265846345,86.28,50.2703228988153,7.381
1105,2010,10.52,0.976,72.0,0.918,0.254,0.321,0.847,0.235,4370060.0,1.52,3.23,3.68,37.40123808438723,86.16,50.4896178870506,7.224
1106,2011,10.536,0.954,72.12,0.935,0.284,0.269,0.864,0.21,4418674.0,1.53,3.01,3.65,37.40009114731686,86.1,51.0272017704353,7.191
1107,2012,10.553,0.93,72.24,0.902,0.287,0.289,0.866,0.207,4468462.0,1.52,3.0,3.38,37.39894421024648,86.161,51.5095272171342,7.25
1108,2013,10.571,0.958,72.36,0.944,0.237,0.312,0.835,0.151,4518519.0,1.52,3.01,3.45,37.3977972731761,86.221,51.9708381300686,7.28
1109,2014,10.592,0.942,72.48,0.932,0.348,0.273,0.848,0.199,4567522.0,1.47,3.13,3.33,37.39665033610573,86.281,52.4464336344121,7.306
1110,2015,10.608,0.987,72.6,0.942,0.329,0.186,0.834,0.16,4614527.0,1.4,2.91,3.28,37.39550339903536,86.341,52.947289693329,7.418
1111,2016,10.623,0.937,72.8,0.927,0.266,0.278,0.833,0.207,4659265.0,1.49,3.01,3.38,37.43042801260872,86.4,53.397101005976,7.226
1112,2017,10.633,0.955,73.0,0.942,0.294,0.222,0.817,0.172,4702029.0,1.49,3.02,3.34,37.46535262618207,86.466,53.9542077703762,7.327
1113,2018,10.66,0.954,73.2,0.949,0.12,0.207,0.845,0.168,4743131.0,1.56,2.94,3.39,37.50027723975543,86.538,54.5735066321263,7.37
1114,2019,10.666,0.939,73.4,0.912,0.157,0.234,0.816,0.191,4783062.0,1.62,2.88,3.41,37.53520185332878,86.615,55.1844664067221,7.205
1115,2006,8.398,0.877,64.14,0.745,0.01,0.844,0.779,0.294,5513757.0,2.45524,0.01719,1.1664,38.82846933687884,56.132,66.1545902454459,4.46
1116,2007,8.434,0.866,64.48,0.836,0.14,0.826,0.81,0.287,5590066.0,2.45891,0.01928,1.28461,37.82201263087918,56.328,64.6703979733113,4.944
1117,2008,8.454,0.857,64.82,0.791,0.076,0.819,0.784,0.289,5667436.0,2.20695,0.01885,1.35838,36.815555924879504,56.525,63.2954568046509,5.104
1118,2009,8.407,0.835,65.16,0.746,0.07,0.794,0.781,0.299,5745538.0,2.0004,0.01825,1.30104,35.80909921887984,56.721,62.035836883969,5.353
1119,2010,8.436,0.863,65.5,0.792,0.018,0.802,0.805,0.268,5824058.0,1.99,0.02,1.31,34.80264251288017,56.917,60.8900522113871,5.687
1120,2011,8.484,0.8,65.72,0.779,-0.02,0.76,0.791,0.309,5903035.0,2.01,0.02,1.31,34.33626391889646,57.113,59.7424597703327,5.386
1121,2012,8.534,0.894,65.94,0.85,0.017,0.644,0.803,0.255,5982530.0,2.25,0.04,1.31,33.869885324912744,57.309,58.6736987562113,5.448
1122,2013,8.569,0.868,66.16,0.859,0.039,0.636,0.839,0.271,6062462.0,2.17,0.04,1.34,33.40350673092903,57.505,57.7239427356384,5.772
1123,2014,8.602,0.839,66.38,0.817,0.104,0.699,0.813,0.334,6142734.0,2.12,0.04,1.38,32.937128136945326,57.7,56.9348376702841,6.275
1124,2015,8.636,0.827,66.6,0.809,0.077,0.728,0.797,0.346,6223234.0,2.24,0.04,1.44,32.470749542961606,57.895,56.3152188983846,5.924
1125,2016,8.668,0.853,66.9,0.717,0.039,0.731,0.805,0.38,6303970.0,2.23,0.04,1.52,31.639770649825493,58.09,55.7345622192676,6.013
1126,2017,8.7,0.838,67.2,0.922,0.01,0.673,0.85,0.308,6384843.0,2.23,0.04,1.6,30.80879175668938,58.299,55.2811606609765,6.476
1127,2018,8.647,0.854,67.5,0.797,0.009,0.713,0.793,0.408,6465502.0,2.17,0.02,1.57,29.977812863553265,58.522,54.9166833391837,5.819
1128,2019,8.595,0.874,67.8,0.883,0.029,0.622,0.835,0.337,6545503.0,2.1,0.02,1.57,29.146833970417152,58.76,54.5901844547838,6.113
1129,2006,6.888,0.677,46.36,0.75,0.076,0.755,0.755,0.179,14143969.0,0.04273,0.00947,0.05034,0.9896423778321622,16.238,108.105249342828,3.737
1130,2007,6.881,0.726,47.12,0.584,-0.056,0.748,0.706,0.158,14685404.0,0.03814,0.00951,0.04869,0.9798373727007184,16.234,109.115818219903,4.277
1131,2008,6.918,0.607,47.88,0.649,-0.055,0.749,0.65,0.194,15250913.0,0.04412,0.00955,0.05228,0.9700323675692744,16.229,109.86328740469,4.236
1132,2009,6.898,0.771,48.64,0.88,-0.009,0.483,0.73,0.115,15843131.0,0.04259,0.00718,0.0511,0.9602273624378306,16.225,110.383913273093,4.267
1133,2010,6.941,0.655,49.4,0.817,-0.023,0.529,0.745,0.126,16464025.0,0.05,0.01,0.05,0.9504223573063868,16.221,110.701088121527,4.101
1134,2011,6.925,0.818,49.92,0.78,-0.055,0.549,0.7,0.166,17114770.0,0.07,0.01,0.05,0.9406173521749428,16.216,111.411299014204,4.556
1135,2012,6.987,0.7,50.44,0.734,-0.064,0.777,0.603,0.142,17795209.0,0.09,0.01,0.05,0.9308123470434988,16.212,111.802793740661,3.798
1136,2013,7.002,0.696,50.96,0.825,-0.077,0.711,0.65,0.208,18504287.0,0.04,0.01,0.04,0.921007341912055,16.208,111.938744422148,3.716
1137,2014,7.027,0.753,51.48,0.688,-0.046,0.605,0.678,0.205,19240182.0,0.06,0.01,0.05,0.911202336780611,16.219,111.862818140835,4.181
1138,2015,7.03,0.713,52.0,0.728,-0.032,0.703,0.682,0.218,20001663.0,0.07,0.01,0.05,0.9013973316491672,16.247,111.598763392691,3.671
1139,2016,7.047,0.683,52.5,0.702,-0.016,0.814,0.675,0.325,20788789.0,0.06,0.01,0.05,0.8915923265177234,16.29,111.602723940685,4.235
1140,2017,7.058,0.582,53.0,0.684,-0.03,0.778,0.731,0.427,21602388.0,0.06,0.01,0.04,0.8817873213862795,16.35,111.343405537935,4.616
1141,2018,7.087,0.612,53.5,0.791,0.009,0.637,0.771,0.503,22442831.0,0.06,0.01,0.04,0.8719823162548354,16.425,110.878512084521,5.164
1142,2019,7.106,0.677,54.0,0.831,0.026,0.729,0.816,0.304,23310719.0,0.06,0.01,0.04,0.8621773111233914,16.517,110.255772632759,5.004
1143,2006,8.326,0.735,44.12,0.649,0.085,0.871,0.781,0.178,142538305.0,0.02136,0.0104,0.60426,26.25602951348858,39.943,87.1056831119518,4.71
1144,2007,8.364,0.718,44.64,0.635,0.136,0.918,0.826,0.141,146339971.0,0.06021,0.03503,0.64513,26.076724090604653,40.819,87.445368131043,4.89
1145,2008,8.403,0.78,45.16,0.584,0.119,0.892,0.74,0.244,150269622.0,0.02808,0.06052,0.64738,25.89741866772072,41.702,87.6687004050305,4.939
1146,2009,8.453,0.722,45.68,0.537,0.067,0.913,0.745,0.225,154324939.0,0.02654,0.02949,0.65641,25.718113244836783,42.588,87.8076400190328,4.98
1147,2010,8.504,0.824,46.2,0.565,0.067,0.911,0.782,0.19,158503203.0,0.38,0.08,0.71,25.53880782195285,43.48,87.8765855233621,4.76
1148,2012,8.543,0.818,47.12,0.652,0.066,0.9,0.811,0.209,167228803.0,0.35,0.08,0.71,25.180196976184988,45.246,88.4924432621061,5.493
1149,2013,8.581,0.663,47.58,0.622,0.051,0.905,0.638,0.286,171765819.0,0.35,0.08,0.7,25.00089155330105,46.118,88.5918147513154,4.818
1150,2015,8.615,0.812,48.5,0.68,-0.035,0.926,0.717,0.251,181137454.0,0.35,0.09,0.72,24.64228070753319,47.838,88.2035956389848,4.933
1151,2016,8.573,0.805,48.9,0.798,0.043,0.905,0.732,0.252,185960244.0,0.33,0.08,0.71,24.462981872481528,48.683,88.1540049234646,5.22
1152,2017,8.555,0.733,49.3,0.826,0.124,0.835,0.725,0.236,190873247.0,0.34,0.09,0.72,24.283683037429864,49.519,87.8366515160931,5.322
1153,2018,8.548,0.741,49.7,0.79,-0.01,0.866,0.805,0.256,195874685.0,0.36,0.09,0.73,24.104384202378206,50.344,87.3150861226184,5.252
1154,2019,8.544,0.734,50.1,0.729,0.032,0.873,0.715,0.245,200963603.0,0.4,0.09,0.73,23.92508536732655,51.157,86.6737827958503,4.356
1155,2007,9.416,0.811,64.095,0.439,0.08,0.87,0.603,0.251,2065408.0,0.93054,0.864,2.02409,38.04781919111816,57.264,43.9628739768632,4.494
1156,2009,9.464,0.734,64.349,0.552,-0.042,0.844,0.576,0.37,2069030.0,0.87491,1.068,1.70036,38.07065820777161,57.117,42.3896616556877,4.428
1157,2010,9.496,0.687,64.502,0.513,-0.058,0.856,0.567,0.314,2070737.0,0.86,1.06,1.59,38.08207771609833,57.089,41.8486924081788,4.18
1158,2011,9.518,0.784,64.661,0.607,-0.087,0.865,0.588,0.363,2072484.0,0.84,1.06,1.6,38.35146708961142,57.092,41.4002726368404,4.898
1159,2012,9.513,0.798,64.811,0.613,-0.084,0.92,0.642,0.422,2074275.0,0.81,1.04,1.66,38.6208564631245,57.125,41.1899358671548,4.64
1160,2013,9.541,0.832,64.942,0.641,0.025,0.861,0.578,0.331,2076065.0,0.83,1.04,1.71,38.89024583663759,57.189,41.1914245938665,5.186
1161,2014,9.576,0.793,65.053,0.645,0.035,0.861,0.637,0.307,2077780.0,0.83,1.04,1.65,39.15963521015068,57.284,41.3301672401866,5.204
1162,2015,9.613,0.766,65.145,0.66,-0.047,0.824,0.62,0.299,2079335.0,0.83,1.04,1.67,39.42902458366376,57.408,41.5622991623367,4.976
1163,2016,9.64,0.871,65.225,0.706,0.08,0.87,0.639,0.292,2080746.0,0.85,1.04,1.7,39.48524980174465,57.563,42.1203724131242,5.346
1164,2017,9.65,0.8,65.303,0.752,-0.059,0.856,0.502,0.299,2081996.0,0.87,1.03,1.84,39.54147501982554,57.748,42.6758558683268,5.234
1165,2018,9.677,0.849,65.389,0.745,-0.041,0.91,0.59,0.298,2082956.0,0.89,1.03,1.93,39.59770023790642,57.963,43.2401691410433,5.24
1166,2019,9.711,0.815,65.474,0.725,0.024,0.923,0.576,0.304,2083458.0,0.9,1.03,1.93,39.65392545598731,58.208,43.8415122476596,5.015
1167,2006,11.031,0.959,71.32,0.96,0.109,0.397,0.832,0.197,4672986.0,1.3,2.05,3.01,33.157049340309904,77.95,52.0077271329277,7.416
1168,2008,11.042,0.936,71.56,0.947,0.018,0.503,0.792,0.155,4771014.0,1.33,2.23,3.06,33.15102397285561,78.526,51.2317161435851,7.632
1169,2012,11.017,0.948,72.24,0.947,0.147,0.368,0.823,0.213,5013716.0,1.11,2.29,2.67,33.18772393825905,79.874,51.2734397371554,7.678
1170,2014,11.024,0.941,72.68,0.956,0.181,0.405,0.834,0.194,5142269.0,1.04,2.25,2.62,33.230449271116775,80.692,51.8536418391163,7.444
1171,2015,11.033,0.947,72.9,0.948,0.257,0.299,0.843,0.209,5199827.0,1.03,2.22,2.57,33.25181193754564,81.091,52.1267547284102,7.603
1172,2016,11.035,0.96,73.0,0.954,0.133,0.41,0.85,0.209,5250950.0,1.01,2.21,2.65,33.2731746039745,81.485,52.4298117792043,7.596
1173,2017,11.05,0.95,73.1,0.953,0.236,0.25,0.849,0.203,5296324.0,1.01,2.19,2.63,33.294537270403374,81.871,52.6835671872658,7.579
1174,2018,11.056,0.966,73.2,0.96,0.094,0.268,0.827,0.212,5337960.0,0.97,2.2,2.66,33.31589993683224,82.248,52.9011236052083,7.444
1175,2019,11.061,0.942,73.3,0.954,0.111,0.271,0.823,0.195,5378859.0,1.0,2.23,2.63,33.3372626032611,82.616,53.1056896417463,7.442
1176,2011,10.382,0.838,65.5,0.916,0.025,0.8045,0.725,0.295,3251102.0,0.28,0.02,0.2,0.0096930533117932,76.183,36.9986077235944,6.853
1177,2005,8.218,0.591,54.2,0.63,-0.0235,0.844,0.725,0.237,160304007.0,0.02825,5e-05,0.00163,5.581277241594022,33.982,78.8089008065073,5.225
1178,2007,8.277,0.479,55.0,0.396,0.089,0.794,0.683,0.31,167808106.0,0.03105,0.0001,0.00139,5.472951691573267,34.387,76.1915797470612,5.671
1179,2008,8.271,0.373,55.4,0.335,0.1,0.848,0.655,0.321,171648984.0,0.03195,0.00017,0.00184,5.418788916562889,34.59,74.8570834122224,4.414
1180,2009,8.277,0.522,55.8,0.388,0.077,0.874,0.639,0.349,175525610.0,0.03244,0.00014,0.00189,5.364626141552511,34.793,73.5251822003138,5.208
1181,2010,8.27,0.571,56.2,0.364,0.3,0.852,0.651,0.372,179424643.0,0.03,0.0,0.0,5.310463366542133,34.997,72.2139700231247,5.786
1182,2011,8.276,0.51,56.42,0.376,0.03,0.857,0.628,0.358,183340168.0,0.03,0.0,0.0,5.268659194686593,35.202,71.1830779025332,5.267
1183,2012,8.289,0.542,56.64,0.367,0.165,0.842,0.665,0.332,187280125.0,0.03,0.0,0.0,5.2268550228310495,35.408,70.1606910787248,5.132
1184,2013,8.311,0.607,56.86,0.448,0.1,0.792,0.598,0.274,191260799.0,0.03,0.0,0.0,5.185050850975509,35.613,69.1671437279301,5.138
1185,2014,8.336,0.552,57.08,0.543,0.14,0.677,0.585,0.295,195305012.0,0.03,0.0,0.0,5.143246679119966,35.819,68.2266034992699,5.436
1186,2015,8.361,0.562,57.3,0.587,0.085,0.717,0.575,0.329,199426953.0,0.03,0.0,0.0,5.101442507264425,36.026,67.3546157255926,4.823
